hipot,plan_pensiones,fondo_inversion,acciones,renta_fija,prest_pers,tarj_cred,cta_ahorro/depos_pzo,seg_vida,seg_med,cripto,ID,year,age_bracket,edu_level,labor_categ
0,0,0,0,0,1,0,0,0,1,0,2016_1956,2016,65-79,Primary,Jubilado
0,0,0,0,0,1,0,0,0,0,0,2016_1957,2016,35-44,University,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_1958,2016,35-44,University,Asalariado
0,0,0,0,0,1,0,0,0,0,0,2016_1959,2016,45-54,Secondary,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_1960,2016,65-79,Primary,Jubilado
0,0,0,0,0,0,0,0,0,0,0,2016_1961,2016,65-79,Primary,Jubilado
0,0,0,0,0,1,1,0,1,0,0,2016_1962,2016,18-34,Secondary,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_1963,2016,35-44,University,Desempleado
0,0,0,0,0,0,0,0,0,0,0,2016_1964,2016,45-54,University,Autónomo
0,0,1,1,0,1,1,1,0,0,0,2016_1965,2016,45-54,Primary,Asalariado
0,0,0,0,0,1,1,1,1,0,0,2016_1966,2016,18-34,University,Asalariado
0,1,0,1,0,1,1,1,1,0,0,2016_1967,2016,18-34,University,Autónomo
0,0,0,1,0,0,0,0,0,0,0,2016_1968,2016,35-44,University,Asalariado
0,0,0,0,0,1,0,0,0,0,0,2016_1969,2016,35-44,University,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_1970,2016,65-79,Primary,Otros inactivos
0,0,0,0,0,0,0,1,0,0,0,2016_1971,2016,18-34,University,Desempleado
0,0,0,0,0,0,0,1,0,0,0,2016_1972,2016,35-44,Secondary,Asalariado
0,0,0,0,0,0,1,0,0,0,0,2016_1973,2016,35-44,Primary,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_1974,2016,55-64,University,Desempleado
1,0,0,0,0,1,0,0,0,0,0,2016_1975,2016,55-64,Primary,Autónomo
0,0,0,0,0,1,0,0,1,0,0,2016_1976,2016,35-44,University,Autónomo
0,0,0,0,0,0,1,0,0,0,0,2016_1977,2016,55-64,Primary,Autónomo
0,0,0,0,0,0,0,0,0,0,0,2016_1978,2016,35-44,Primary,Desempleado
0,0,0,0,0,0,0,0,0,0,0,2016_1979,2016,55-64,Primary,Desempleado
0,0,0,0,0,0,0,0,0,0,0,2016_1980,2016,45-54,Secondary,Asalariado
0,0,0,0,0,1,1,0,0,0,0,2016_1981,2016,45-54,Secondary,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_1982,2016,55-64,Primary,Otros inactivos
0,0,0,0,0,0,0,0,0,0,0,2016_1983,2016,65-79,Primary,Otros inactivos
0,0,0,0,0,0,0,1,0,0,0,2016_1984,2016,18-34,Secondary,Asalariado
0,0,0,0,0,0,1,0,0,0,0,2016_1985,2016,18-34,Secondary,Desempleado
0,0,0,0,0,1,1,0,0,0,0,2016_1986,2016,45-54,Primary,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_1987,2016,55-64,Primary,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_1988,2016,55-64,Secondary,Otros inactivos
0,0,0,0,0,0,1,1,1,1,0,2016_1989,2016,18-34,Secondary,Otros inactivos
0,0,0,0,0,0,0,0,0,0,0,2016_1990,2016,45-54,University,Autónomo
0,0,0,0,0,0,0,0,0,0,0,2016_1991,2016,55-64,Primary,Otros inactivos
0,0,0,0,0,0,1,0,0,0,0,2016_1992,2016,18-34,Secondary,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_1993,2016,45-54,Primary,Otros inactivos
0,0,0,0,0,0,0,0,0,0,0,2016_1994,2016,55-64,Primary,Otros inactivos
0,0,0,0,0,1,0,0,0,0,0,2016_1995,2016,35-44,University,Desempleado
0,0,0,0,0,0,0,0,0,0,0,2016_1996,2016,45-54,Primary,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_1997,2016,55-64,Primary,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_1998,2016,55-64,Primary,Desempleado
0,0,0,0,0,0,1,1,0,0,0,2016_1999,2016,18-34,Secondary,Otros inactivos
0,0,0,0,0,0,0,0,0,0,0,2016_2000,2016,18-34,University,Asalariado
0,0,0,0,0,1,1,0,1,0,0,2016_2001,2016,18-34,Primary,Otros inactivos
0,0,0,0,0,1,0,0,1,0,0,2016_2002,2016,35-44,Secondary,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2003,2016,45-54,Primary,Desempleado
0,0,0,0,0,0,0,0,1,0,0,2016_2004,2016,45-54,Primary,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2005,2016,45-54,Primary,Otros inactivos
0,0,0,0,0,1,0,0,0,0,0,2016_2006,2016,55-64,Primary,Desempleado
0,0,0,0,0,0,0,0,0,0,0,2016_2007,2016,18-34,Primary,Otros inactivos
0,0,0,0,0,0,0,0,0,0,0,2016_2008,2016,18-34,University,Asalariado
0,0,0,0,0,0,0,1,0,0,0,2016_2009,2016,45-54,Secondary,Desempleado
0,0,0,0,0,0,0,0,0,0,0,2016_2010,2016,18-34,Secondary,Desempleado
0,0,0,0,0,0,1,0,0,0,0,2016_2011,2016,35-44,Primary,Asalariado
0,0,0,0,0,1,1,1,1,1,0,2016_2012,2016,18-34,Primary,Asalariado
0,0,0,0,0,1,1,0,0,0,0,2016_2013,2016,45-54,University,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2014,2016,18-34,Secondary,Asalariado
0,1,0,0,0,0,0,0,0,0,0,2016_2015,2016,45-54,Primary,Asalariado
0,0,0,0,0,1,0,0,0,0,0,2016_2016,2016,55-64,Primary,Autónomo
0,0,0,0,0,0,0,0,0,0,0,2016_2017,2016,45-54,Secondary,Desempleado
0,0,0,0,0,0,0,0,0,0,0,2016_2018,2016,65-79,Primary,Jubilado
0,0,0,0,0,0,0,0,0,1,0,2016_2019,2016,18-34,Secondary,Asalariado
0,0,0,0,0,1,1,0,1,0,0,2016_2020,2016,45-54,Secondary,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2021,2016,55-64,Primary,Desempleado
0,0,0,0,0,1,0,0,0,0,0,2016_2022,2016,65-79,Primary,Otros inactivos
0,0,0,0,0,1,1,0,1,0,0,2016_2023,2016,18-34,Primary,Asalariado
0,0,0,0,0,0,0,0,1,0,0,2016_2024,2016,35-44,Primary,Desempleado
0,0,0,0,0,0,0,0,0,0,0,2016_2025,2016,45-54,Primary,Asalariado
0,0,0,0,0,1,1,0,0,0,0,2016_2026,2016,45-54,Primary,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2027,2016,55-64,Primary,Otros inactivos
0,0,0,0,0,0,0,0,0,0,0,2016_2028,2016,18-34,Secondary,Desempleado
0,0,0,0,0,0,0,0,0,0,0,2016_2029,2016,35-44,Primary,Desempleado
0,0,0,0,0,0,1,0,0,0,0,2016_2030,2016,45-54,Secondary,Desempleado
0,0,0,0,0,0,0,0,0,0,0,2016_2031,2016,65-79,Primary,Jubilado
0,0,0,0,0,0,0,0,0,0,0,2016_2032,2016,18-34,Primary,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2033,2016,45-54,University,Asalariado
0,0,0,0,0,1,0,0,0,0,0,2016_2034,2016,55-64,Secondary,Otros inactivos
0,0,0,1,0,0,1,0,1,0,0,2016_2035,2016,55-64,University,Asalariado
0,0,0,0,0,0,1,1,0,0,0,2016_2036,2016,65-79,University,Jubilado
0,0,0,0,0,0,0,0,0,0,0,2016_2037,2016,45-54,Primary,Desempleado
0,0,0,0,0,0,0,0,0,0,0,2016_2038,2016,45-54,Secondary,Desempleado
0,0,0,0,0,0,0,0,0,0,0,2016_2039,2016,55-64,Primary,Jubilado
0,0,0,0,0,0,0,0,0,0,0,2016_2040,2016,35-44,University,Autónomo
1,0,0,0,0,0,0,0,0,1,0,2016_2041,2016,35-44,University,Autónomo
0,0,0,1,0,0,0,0,0,0,0,2016_2042,2016,55-64,University,Jubilado
0,0,0,0,0,0,0,0,0,0,0,2016_2043,2016,45-54,Secondary,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2044,2016,65-79,University,Jubilado
0,0,0,0,0,0,0,0,0,0,0,2016_2045,2016,18-34,Secondary,Otros inactivos
1,0,0,0,0,0,0,0,0,0,0,2016_2046,2016,35-44,Secondary,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2047,2016,45-54,University,Asalariado
0,0,0,0,0,0,1,0,0,0,0,2016_2048,2016,65-79,Primary,Jubilado
0,0,0,0,0,0,0,0,0,0,0,2016_2049,2016,65-79,Primary,Jubilado
0,0,0,0,0,0,0,0,0,0,0,2016_2050,2016,18-34,Secondary,Otros inactivos
0,0,0,0,0,1,1,1,0,0,0,2016_2051,2016,55-64,Primary,Desempleado
1,0,0,0,0,0,0,0,0,0,0,2016_2052,2016,45-54,Primary,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2053,2016,55-64,University,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2054,2016,18-34,Primary,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2055,2016,18-34,University,Asalariado
0,0,0,0,0,1,0,0,0,0,0,2016_2056,2016,35-44,Secondary,Autónomo
0,0,0,0,0,0,0,0,0,0,0,2016_2057,2016,18-34,Secondary,Otros inactivos
1,0,0,0,0,0,0,0,0,0,0,2016_2058,2016,18-34,University,Desempleado
0,0,0,0,0,0,0,0,0,1,0,2016_2059,2016,55-64,Primary,Jubilado
0,0,0,0,0,0,0,0,0,0,0,2016_2060,2016,18-34,Secondary,Otros inactivos
0,0,0,0,0,0,0,0,0,0,0,2016_2061,2016,45-54,Secondary,Autónomo
0,0,0,0,0,0,0,0,0,0,0,2016_2062,2016,55-64,Primary,Desempleado
0,0,0,0,0,0,0,0,0,0,0,2016_2063,2016,45-54,University,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2064,2016,45-54,Primary,Otros inactivos
0,0,0,0,0,0,0,1,0,0,0,2016_2065,2016,35-44,University,Asalariado
0,0,0,1,0,1,0,0,1,0,0,2016_2066,2016,55-64,Secondary,Jubilado
0,1,1,0,0,0,1,0,1,1,0,2016_2067,2016,55-64,University,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2068,2016,45-54,Primary,Desempleado
0,1,0,0,0,1,0,0,0,0,0,2016_2069,2016,45-54,University,Autónomo
0,0,0,1,0,0,0,1,0,0,0,2016_2070,2016,55-64,University,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2071,2016,55-64,Primary,Autónomo
0,0,0,0,0,0,0,0,0,0,0,2016_2072,2016,45-54,Primary,Desempleado
0,0,0,0,0,1,0,0,0,1,0,2016_2073,2016,65-79,Secondary,Otros inactivos
0,0,0,0,0,0,0,0,1,1,0,2016_2074,2016,18-34,Primary,Asalariado
0,0,0,0,0,0,0,0,1,0,0,2016_2075,2016,55-64,Primary,Otros inactivos
0,0,0,0,0,0,0,0,0,1,0,2016_2076,2016,18-34,Primary,Otros inactivos
0,0,0,0,0,0,0,0,1,0,0,2016_2077,2016,35-44,Secondary,Asalariado
0,0,0,0,0,1,0,0,0,0,0,2016_2078,2016,55-64,University,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2079,2016,18-34,Secondary,Desempleado
0,0,1,1,0,1,1,0,0,0,0,2016_2080,2016,45-54,University,Asalariado
0,0,0,0,0,0,1,0,0,0,0,2016_2081,2016,55-64,Secondary,Autónomo
1,0,0,0,0,0,0,0,0,0,0,2016_2082,2016,65-79,Primary,Jubilado
0,0,0,0,0,0,0,0,0,0,0,2016_2083,2016,35-44,University,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2084,2016,18-34,Secondary,Desempleado
0,0,0,0,0,1,0,0,0,0,0,2016_2085,2016,45-54,Primary,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2086,2016,55-64,Secondary,Autónomo
0,0,0,0,0,0,0,0,0,0,0,2016_2087,2016,18-34,Primary,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2088,2016,18-34,Primary,Otros inactivos
0,0,0,0,0,0,0,0,0,0,0,2016_2089,2016,45-54,Primary,Otros inactivos
0,0,0,0,0,0,0,0,0,0,0,2016_2090,2016,55-64,Primary,Otros inactivos
0,0,0,0,0,0,0,0,0,0,0,2016_2091,2016,65-79,Primary,Jubilado
0,0,0,0,0,0,1,0,0,0,0,2016_2092,2016,18-34,Secondary,Otros inactivos
0,0,0,0,0,0,0,0,0,0,0,2016_2093,2016,65-79,Primary,Jubilado
0,0,0,0,0,0,0,0,0,0,0,2016_2094,2016,35-44,Primary,Desempleado
0,0,0,0,0,0,0,0,0,0,0,2016_2095,2016,18-34,Primary,Otros inactivos
0,0,0,0,0,1,0,0,1,0,0,2016_2096,2016,18-34,Primary,Asalariado
0,0,0,0,0,1,1,0,0,1,0,2016_2097,2016,18-34,University,Asalariado
0,0,0,0,0,0,1,0,1,0,0,2016_2098,2016,45-54,Primary,Asalariado
0,0,0,1,0,0,0,0,0,0,0,2016_2099,2016,45-54,University,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2100,2016,55-64,Primary,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2101,2016,55-64,Primary,Jubilado
0,0,0,0,0,0,0,0,0,0,0,2016_2102,2016,18-34,University,Desempleado
0,1,0,1,0,1,1,1,1,1,0,2016_2103,2016,35-44,University,Asalariado
0,1,0,0,0,0,0,0,0,0,0,2016_2104,2016,45-54,University,Autónomo
0,0,0,0,0,0,1,0,0,0,0,2016_2105,2016,45-54,Primary,Asalariado
0,0,0,0,0,1,0,0,0,0,0,2016_2106,2016,55-64,Secondary,Autónomo
0,0,0,0,0,0,0,0,0,0,0,2016_2107,2016,65-79,Primary,Jubilado
0,0,0,0,0,0,0,0,0,0,0,2016_2108,2016,18-34,Secondary,Otros inactivos
0,0,0,0,0,0,0,0,0,0,0,2016_2109,2016,18-34,University,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2110,2016,45-54,University,Asalariado
0,0,0,0,0,0,1,0,0,0,0,2016_2111,2016,45-54,Primary,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2112,2016,55-64,Secondary,Autónomo
0,0,0,0,0,0,0,0,0,0,0,2016_2113,2016,45-54,University,Autónomo
0,0,0,0,0,0,0,0,0,0,0,2016_2114,2016,18-34,Secondary,Otros inactivos
0,0,0,0,0,0,0,0,0,0,0,2016_2115,2016,45-54,University,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2116,2016,18-34,Primary,Asalariado
0,0,0,0,0,1,0,0,0,0,0,2016_2117,2016,18-34,Secondary,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2118,2016,55-64,Secondary,Otros inactivos
0,0,0,0,0,0,0,0,0,0,0,2016_2119,2016,18-34,Primary,Otros inactivos
0,0,0,0,0,0,0,0,0,0,0,2016_2120,2016,18-34,Primary,Desempleado
0,0,0,0,0,0,0,0,0,0,0,2016_2121,2016,45-54,Primary,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2122,2016,35-44,Primary,Desempleado
0,0,0,0,0,1,1,1,0,1,0,2016_2123,2016,35-44,University,Autónomo
0,0,0,0,0,0,0,0,0,1,0,2016_2124,2016,45-54,Primary,Autónomo
0,0,0,0,0,0,0,0,0,0,0,2016_2125,2016,65-79,University,Jubilado
0,0,0,0,0,0,0,0,1,0,0,2016_2126,2016,18-34,Secondary,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2127,2016,55-64,Primary,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2128,2016,18-34,Primary,Otros inactivos
0,0,0,1,0,0,0,0,0,0,0,2016_2129,2016,55-64,Secondary,Autónomo
0,0,0,0,0,0,0,0,0,0,0,2016_2130,2016,18-34,Secondary,Otros inactivos
0,0,0,0,0,0,0,0,0,0,0,2016_2131,2016,18-34,University,Desempleado
0,0,0,0,0,0,0,0,0,0,0,2016_2132,2016,18-34,Secondary,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2133,2016,35-44,University,Asalariado
0,1,1,1,0,0,0,1,0,0,0,2016_2134,2016,45-54,Secondary,Asalariado
0,0,0,0,0,1,1,0,0,0,0,2016_2135,2016,55-64,Secondary,Asalariado
0,1,0,0,0,0,0,0,0,0,0,2016_2136,2016,55-64,Primary,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2137,2016,18-34,Secondary,Desempleado
0,0,0,0,0,0,0,0,0,0,0,2016_2138,2016,18-34,Secondary,Otros inactivos
0,0,1,0,0,0,0,1,0,0,0,2016_2139,2016,18-34,University,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2140,2016,18-34,Primary,Desempleado
0,0,0,0,0,0,0,0,0,0,0,2016_2141,2016,45-54,University,Asalariado
0,1,0,0,0,0,1,1,0,0,0,2016_2142,2016,45-54,Primary,Autónomo
0,0,0,0,0,0,0,0,0,0,0,2016_2143,2016,65-79,Primary,Jubilado
0,0,0,0,0,0,0,0,0,0,0,2016_2144,2016,35-44,University,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2145,2016,18-34,Secondary,Otros inactivos
0,0,0,0,0,0,1,0,0,0,0,2016_2146,2016,35-44,Secondary,Asalariado
0,0,0,0,0,1,0,0,0,0,0,2016_2147,2016,35-44,Primary,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2148,2016,45-54,Secondary,Autónomo
0,0,0,0,0,0,0,0,0,0,0,2016_2149,2016,45-54,Primary,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2150,2016,55-64,Primary,Jubilado
0,0,0,0,0,0,0,0,0,1,0,2016_2151,2016,18-34,Secondary,Otros inactivos
0,0,0,0,0,0,1,0,0,0,0,2016_2152,2016,35-44,Primary,Autónomo
0,0,0,0,0,1,0,0,0,0,0,2016_2153,2016,45-54,Primary,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2154,2016,55-64,Primary,Desempleado
0,0,0,0,0,0,0,0,0,0,0,2016_2155,2016,65-79,Primary,Otros inactivos
0,0,0,0,0,0,0,0,0,0,0,2016_2156,2016,45-54,Primary,Desempleado
0,0,0,0,0,1,0,0,0,0,0,2016_2157,2016,55-64,Primary,Otros inactivos
0,0,0,0,0,0,0,0,0,0,0,2016_2158,2016,18-34,Primary,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2159,2016,45-54,Primary,Otros inactivos
0,0,0,0,0,0,0,0,0,0,0,2016_2160,2016,45-54,University,Autónomo
1,0,0,0,0,1,0,1,1,0,0,2016_2161,2016,35-44,University,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2162,2016,18-34,University,Desempleado
0,0,0,0,0,0,0,0,0,0,0,2016_2163,2016,45-54,Primary,Desempleado
0,0,0,0,0,1,0,1,0,0,0,2016_2164,2016,55-64,Secondary,Autónomo
0,0,0,0,0,0,0,0,0,0,0,2016_2165,2016,55-64,Primary,Autónomo
0,1,0,0,0,0,0,0,0,0,0,2016_2166,2016,65-79,University,Jubilado
0,1,0,0,0,0,0,0,0,0,0,2016_2167,2016,45-54,University,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2168,2016,35-44,University,Desempleado
0,0,0,0,0,0,0,0,0,0,0,2016_2169,2016,55-64,Primary,Autónomo
0,0,0,0,0,0,0,0,0,0,0,2016_2170,2016,45-54,University,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2171,2016,65-79,Primary,Jubilado
0,0,0,0,0,0,0,0,1,0,0,2016_2172,2016,55-64,Primary,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2173,2016,55-64,University,Autónomo
0,0,0,0,0,0,0,0,0,0,0,2016_2174,2016,35-44,Primary,Autónomo
0,0,0,0,0,0,0,0,0,0,0,2016_2175,2016,45-54,Primary,Otros inactivos
0,0,0,0,0,0,0,0,0,0,0,2016_2176,2016,65-79,Primary,Jubilado
0,0,0,0,0,0,0,0,0,0,0,2016_2177,2016,18-34,University,Asalariado
0,0,0,0,0,1,0,0,0,0,0,2016_2178,2016,45-54,Primary,Desempleado
0,0,0,0,0,1,1,0,0,1,0,2016_2179,2016,18-34,University,Asalariado
0,0,0,0,0,0,1,0,0,0,0,2016_2180,2016,35-44,University,Autónomo
0,0,0,0,0,0,0,0,0,0,0,2016_2181,2016,65-79,University,Desempleado
0,0,0,0,0,0,1,0,0,1,0,2016_2182,2016,18-34,University,Asalariado
0,0,0,1,1,0,1,0,1,1,0,2016_2183,2016,35-44,University,Asalariado
0,0,0,0,0,0,0,0,0,1,0,2016_2184,2016,45-54,University,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2185,2016,35-44,Secondary,Desempleado
0,0,0,0,0,0,0,0,0,0,0,2016_2186,2016,35-44,University,Asalariado
0,0,0,0,0,0,0,0,0,1,0,2016_2187,2016,45-54,Primary,Asalariado
0,0,0,0,0,0,1,1,0,0,0,2016_2188,2016,45-54,University,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2189,2016,45-54,University,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2190,2016,18-34,Primary,Desempleado
0,0,0,0,0,0,0,0,0,0,0,2016_2191,2016,65-79,Secondary,Jubilado
0,0,0,0,0,0,0,0,0,0,0,2016_2192,2016,65-79,University,Jubilado
0,0,0,0,0,0,0,0,0,0,0,2016_2193,2016,18-34,Secondary,Asalariado
0,0,0,0,0,0,0,0,0,1,0,2016_2194,2016,35-44,Primary,Desempleado
0,0,0,0,0,1,0,0,0,0,0,2016_2195,2016,45-54,Secondary,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2196,2016,18-34,Secondary,Otros inactivos
0,0,0,0,0,0,1,0,0,0,0,2016_2197,2016,45-54,Secondary,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2198,2016,18-34,University,Otros inactivos
0,0,0,0,0,0,0,0,0,0,0,2016_2199,2016,35-44,Primary,Otros inactivos
0,0,0,0,0,0,0,0,0,0,0,2016_2200,2016,55-64,Primary,Asalariado
0,0,1,0,0,0,0,0,0,0,0,2016_2201,2016,65-79,Primary,Jubilado
0,0,0,0,0,0,0,0,0,0,0,2016_2202,2016,45-54,Primary,Desempleado
0,0,0,0,0,1,0,0,0,0,0,2016_2203,2016,55-64,University,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2204,2016,55-64,Primary,Otros inactivos
0,0,0,0,0,0,0,0,0,0,0,2016_2205,2016,18-34,University,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2206,2016,45-54,Primary,Desempleado
0,0,0,0,0,0,0,0,1,0,0,2016_2207,2016,55-64,Primary,Asalariado
0,0,0,0,0,0,0,1,0,0,0,2016_2208,2016,55-64,Primary,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2209,2016,65-79,Primary,Otros inactivos
0,0,0,0,0,0,0,0,0,0,0,2016_2210,2016,45-54,Primary,Desempleado
0,0,0,0,0,1,1,0,0,0,0,2016_2211,2016,45-54,Secondary,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2212,2016,65-79,Primary,Jubilado
0,0,0,0,0,0,0,0,0,0,0,2016_2213,2016,45-54,Primary,Autónomo
0,0,0,0,0,0,0,0,0,0,0,2016_2214,2016,65-79,Primary,Jubilado
0,0,0,0,0,0,0,0,0,0,0,2016_2215,2016,18-34,Secondary,Desempleado
0,0,0,0,0,0,0,0,0,1,0,2016_2216,2016,55-64,Primary,Otros inactivos
0,0,0,0,0,0,0,0,0,0,0,2016_2217,2016,45-54,Primary,Jubilado
0,0,0,0,0,0,1,0,0,0,0,2016_2218,2016,45-54,Primary,Otros inactivos
0,0,0,0,0,0,0,0,0,0,0,2016_2219,2016,35-44,Secondary,Otros inactivos
0,0,0,0,0,1,0,0,0,0,0,2016_2220,2016,65-79,Primary,Jubilado
0,0,0,0,0,0,0,0,0,0,0,2016_2221,2016,18-34,Secondary,Otros inactivos
0,0,0,1,0,1,0,0,1,0,0,2016_2222,2016,18-34,Secondary,Autónomo
0,0,0,0,0,0,0,0,0,0,0,2016_2223,2016,18-34,Primary,Asalariado
0,0,0,0,0,1,0,0,0,0,0,2016_2224,2016,45-54,Primary,Jubilado
0,0,0,0,0,0,0,0,0,0,0,2016_2225,2016,55-64,Primary,Desempleado
0,0,0,0,0,0,0,0,1,0,0,2016_2226,2016,35-44,Primary,Asalariado
0,0,0,0,0,0,1,1,0,1,0,2016_2227,2016,18-34,University,Desempleado
0,0,0,0,0,0,0,0,1,0,0,2016_2228,2016,35-44,Primary,Asalariado
0,0,0,0,0,1,0,0,0,0,0,2016_2229,2016,18-34,Secondary,Asalariado
0,0,1,1,1,0,1,1,0,0,0,2016_2230,2016,35-44,University,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2231,2016,45-54,University,Autónomo
0,0,0,0,0,0,0,0,0,0,0,2016_2232,2016,65-79,University,Jubilado
0,0,0,0,0,0,0,0,0,0,0,2016_2233,2016,18-34,Primary,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2234,2016,18-34,University,Otros inactivos
0,0,0,0,0,0,0,0,0,0,0,2016_2235,2016,45-54,Primary,Desempleado
0,0,0,0,0,1,1,0,1,0,0,2016_2236,2016,65-79,Primary,Jubilado
0,0,0,0,0,0,0,0,0,0,0,2016_2237,2016,35-44,University,Autónomo
0,0,0,0,0,1,1,1,0,1,0,2016_2238,2016,35-44,University,Asalariado
0,0,0,0,0,0,0,1,0,0,0,2016_2239,2016,65-79,University,Jubilado
0,0,0,0,0,0,0,0,0,0,0,2016_2240,2016,18-34,Primary,Otros inactivos
0,0,0,0,0,0,0,0,0,0,0,2016_2241,2016,18-34,Primary,Desempleado
0,0,0,0,0,1,1,0,0,0,0,2016_2242,2016,18-34,University,Asalariado
0,0,0,0,0,1,0,0,0,1,0,2016_2243,2016,45-54,Secondary,Desempleado
0,0,0,0,0,0,0,0,0,0,0,2016_2245,2016,55-64,Primary,Desempleado
0,0,0,0,0,0,0,0,0,0,0,2016_2246,2016,18-34,Primary,Desempleado
0,0,0,0,0,1,1,0,0,0,0,2016_2247,2016,35-44,University,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2248,2016,45-54,University,Autónomo
0,0,1,0,0,0,0,1,0,0,0,2016_2249,2016,35-44,University,Desempleado
0,0,0,1,0,0,0,0,0,0,0,2016_2250,2016,35-44,University,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2251,2016,45-54,Secondary,Desempleado
0,0,0,0,0,0,0,0,0,0,0,2016_2252,2016,18-34,Primary,Otros inactivos
0,0,0,0,0,0,0,0,0,0,0,2016_2253,2016,35-44,Primary,Asalariado
0,0,0,0,0,0,0,1,0,1,0,2016_2254,2016,45-54,Secondary,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2255,2016,55-64,Secondary,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2256,2016,18-34,Secondary,Otros inactivos
0,0,0,0,0,1,0,0,0,0,0,2016_2257,2016,45-54,Secondary,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2258,2016,55-64,Primary,Desempleado
0,0,0,0,0,0,0,0,0,0,0,2016_2259,2016,55-64,Primary,Otros inactivos
0,0,0,0,0,0,0,0,0,0,0,2016_2260,2016,18-34,Secondary,Desempleado
0,0,0,0,0,0,1,0,0,0,0,2016_2261,2016,65-79,Primary,Jubilado
0,0,0,0,0,0,0,0,0,0,0,2016_2262,2016,18-34,Secondary,Autónomo
0,0,0,0,0,0,1,1,0,0,0,2016_2263,2016,18-34,University,Asalariado
0,0,0,0,0,0,0,0,0,0,0,2016_2264,2016,55-64,Primary,Otros inactivos
